nid,Keep?,Title,Contributor,Creation Date,URL,Column,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19
1609,delete,Three Essays in Health Economics,"""Creator: Peng, Lizhong, Thesis advisor: Meyerhoefer, Chad D. ; Dearden, James A. ; Chou, Shin-Yi ; Zuvekas, Samuel H.""",2015-04,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays,,,,,,,,,,,,,,,,,,,
6813,keep,Three Essays in Health Economics,"""Creator: Qian, Mengcen, Thesis advisor: Chou, Shin-Yi ; Yang, Muzhe ; Deily, Mary E. ; Li, Suhui""",2015-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-8,,,,,,,,,,,,,,,,,,,
394481,delete,Three Essays in Labor Economics with Applications to Sports,"""Creator: DeAntonio, Dante - Lehigh University, Creator: Thornton, Robert J. - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-17,,,,,,,,,,,,,,,,,,,
5029,keep,Three Essays in Labor Economics with Applications to Sports,"""Creator: DeAntonio, Dante, Thesis advisor: Thornton, Robert J. ; Hyclak, Thomas J. ; Timmons, Edward J.""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-5,,,,,,,,,,,,,,,,,,,
395225,keep,Three essays in microeconomics,"""Creator: Wang, Yizhao - Lehigh University, Creator: Dearden, James A. - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-25,,,,,,,,,,,,,,,,,,,
7224,delete,Three essays in microeconomics,"""Creator: Wang, Yizhao, Thesis advisor: Dearden, James A.""",8/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-10,,,,,,,,,,,,,,,,,,,
395188,keep,Three Essays on Applied Microeconomics,"""Creator: Tzeng, Kai-Teh - Lehigh University, Creator: Chou, Shin-Yi - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-23,,,,,,,,,,,,,,,,,,,
7226,delete,Three Essays on Applied Microeconomics,"""Creator: Tzeng, Kai-Teh, Thesis advisor: Chou, Shin-Yi""",8/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-11,,,,,,,,,,,,,,,,,,,
1918,delete,Three Essays on Consumer Demand in Online and Offline Markets,"""Creator: Zhang, Xingyue, Thesis advisor: Yao, Yuliang""",2018-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-0,,,,,,,,,,,,,,,,,,,
395335,keep,Three Essays on Consumer Demand in Online and Offline Markets,"""Creator: Zhang, Xingyue - Lehigh University, Creator: Yao, Yuliang - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-26,,,,,,,,,,,,,,,,,,,
1923,keep,Three Essays on Health Economics,"""Creator: Wang, Cheng, Thesis advisor: Chou, Shin-Yi""",2016-09,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-1,,,,,,,,,,,,,,,,,,,
394996,delete,Three Essays on Health Economics,"""Creator: Peng, Jie - Lehigh University, Creator: Yang, Muzhe - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-20,,,,,,,,,,,,,,,,,,,
395215,delete,Three Essays on Health Economics,"""Creator: Wang, Cheng - Lehigh University, Creator: Chou, Shin-Yi - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-24,,,,,,,,,,,,,,,,,,,
5538,keep,Three Essays on Health Economics,"""Creator: Peng, Jie, Thesis advisor: Yang, Muzhe ; Deily, Mary E. ; Richards-Shubik, Seth ; Wang, Yang""",2017-04,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-7,,,,,,,,,,,,,,,,,,,
1974,keep,Three Essays on Market Strategy with Incomplete Information,"""Creator: Shi, Qichao, Thesis advisor: Dearden, James A.""",2019-07,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-2,,,,,,,,,,,,,,,,,,,
395110,delete,Three Essays on Market Strategy with Incomplete Information,"""Creator: Shi, Qichao - Lehigh University, Creator: Dearden, James - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-essays-21,,,,,,,,,,,,,,,,,,,
394255,delete,Three-position Dimensional Synthesis of Four-Bar Mechanism for Function Generation Using Fuzzy Logic Mathematics,"""Creator: ALHINDI, AHMED - Lehigh University, Creator: Chew, Meng-Sang - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-position-1,,,,,,,,,,,,,,,,,,,
4318,keep,Three-position Dimensional Synthesis of Four-Bar Mechanism for Function Generation Using Fuzzy Logic Mathematics,"""Creator: ALHINDI, AHMED, Thesis advisor: Chew, Meng-Sang""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/three-position,,,,,,,,,,,,,,,,,,,
2986,keep,Ties that bind: The effect of institutional bias on the formation of homophilous bonds amongst minority group members,"""Creator: Thalla, Natasha L., Thesis advisor: Packer, Dominic J.""",2018-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ties-bind-effect,,,,,,,,,,,,,,,,,,,
395168,delete,Ties that bind: The effect of institutional bias on the formation of homophilous bonds amongst minority group members,"""Creator: Thalla, Natasha L. - Lehigh University, Creator: Packer, Dominic J. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ties-bind-0,,,,,,,,,,,,,,,,,,,
395222,delete,Tip-Enhanced Near-Field Scattering and Photothermal Expansion in Observing Light-Matter Interaction at Nanoscale,"""Creator: Wang, Haomin - Lehigh University, Creator: Xu, Xiaoji G. - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/tip-enhanced-0,,,,,,,,,,,,,,,,,,,
7712,keep,Tip-Enhanced Near-Field Scattering and Photothermal Expansion in Observing Light-Matter Interaction at Nanoscale,"""Creator: Wang, Haomin, Thesis advisor: Xu, Xiaoji G.""",8/1/2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/tip-enhanced,,,,,,,,,,,,,,,,,,,
1682,keep,Titanocene(III) Complexes: Promising Reagents for the Design of Sustainable Catalytic Processes,"""Creator: Fianu, Godfred Kwesi Delali, Thesis advisor: Flowers, Robert A. II""",2017-09,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/titanoceneiii,,,,,,,,,,,,,,,,,,,
394543,delete,Titanocene(III) Complexes: Promising Reagents for the Design of Sustainable Catalytic Processes,"""Creator: Fianu, Godfred K. - Lehigh University, Creator: Flowers, Robert A. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/titanoceneiii-0,,,,,,,,,,,,,,,,,,,
2683,keep,To Help or to Hurt? Predictors of Helping and Punishing Desires in Mid-Adolescence and Adulthood,"""Creator: van Norden, Clare Amelia, Thesis advisor: Laible, Deborah J.""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/help-or-hurt,,,,,,,,,,,,,,,,,,,
395203,delete,To Help or to Hurt? Predictors of Helping and Punishing Desires in Mid-Adolescence and Adulthood,"""Creator: van Norden, Clare A. - Lehigh University, Creator: Laible, Deborah - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/help-or-hurt-0,,,,,,,,,,,,,,,,,,,
394967,delete,Tonotopic Optimization of Synaptic and Membrane Properties for Phase-Locking in the Cochlear Nucleus of the Chicken,"""Creator: Oline, Stefan N. - Lehigh University, Creator: Burger, R. Michael - Lehigh University""",,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/tonotopic-0,,,,,,,,,,,,,,,,,,,
5938,keep,Tonotopic Optimization of Synaptic and Membrane Properties for Phase-Locking in the Cochlear Nucleus of the Chicken,"""Creator: Oline, Stefan Nicholas, Thesis advisor: Burger, R. Michael ; Haas, Julie S. ; Iovine, M. Kathryn ; Xu-Friedman, Matthew A.""",2016-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/tonotopic,,,,,,,,,,,,,,,,,,,
394843,delete,Topics on Data Science and Optimization,"""Creator: Li, Minhan - Lehigh University, Creator: Curtis, Frank - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/topics-data-0,,,,,,,,,,,,,,,,,,,
7081,keep,Topics on Data Science and Optimization,"""Creator: Li, Minhan, Thesis advisor: Curtis, Frank""",1/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/topics-data,,,,,,,,,,,,,,,,,,,
428143,delete,Topographic and Climatic Influence on the Dynamics of Peat-Forming Ecosystems and Implications for Paleoenvironmental Reconstructions in the Antarctic Peninsula and Patagonia,"""Creator: Stelling, Jonathan M. - Lehigh University, Creator: Yu, Zicheng . - Lehigh University""",2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/topographic-0,,,,,,,,,,,,,,,,,,,
7711,keep,Topographic and Climatic Influence on the Dynamics of Peat-Forming Ecosystems and Implications for Paleoenvironmental Reconstructions in the Antarctic Peninsula and Patagonia,"""Creator: Stelling, Jonathan M., Thesis advisor: Yu, Zicheng""",1/1/2020,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/topographic,,,,,,,,,,,,,,,,,,,
1564,keep,Torn,"""Creator: Moffat, Katherine, Thesis advisor: Myers, Tamara""",2019-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/torn,,,,,,,,,,,,,,,,,,,
428136,delete,Torn,"""Creator: Moffat, Katherine - Lehigh University, Creator: Myers, Tamara - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/torn-0,,,,,,,,,,,,,,,,,,,
2228,keep,Toughening Mechanisms in Silica-Filled Epoxy Nanocomposites,"""Creator: Patel, Binay Surendra, Thesis advisor: Pearson, Raymond A. ; Watanabe, Masashi ; Vinci, Richard P. ; Step, Eugene""",2016-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/toughening,,,,,,,,,,,,,,,,,,,
394985,delete,Toughening Mechanisms in Silica-Filled Epoxy Nanocomposites,"""Creator: Patel, Binay S. - Lehigh University, Creator: Pearson, Raymond A. - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/toughening-4,,,,,,,,,,,,,,,,,,,
394279,delete,Toward an Improved Understanding of Intraplate Uplift and Volcanism: Geochronology and Geochemistry of Intraplate Volcanic Rocks and Lower-Crustal Xenoliths,"""Creator: Ancuta, Leonard D. - Lehigh University, Creator: Zeitler, Peter K. - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/toward-1,,,,,,,,,,,,,,,,,,,
7621,keep,Toward an Improved Understanding of Intraplate Uplift and Volcanism: Geochronology and Geochemistry of Intraplate Volcanic Rocks and Lower-Crustal Xenoliths,"""Creator: Ancuta, Leonard Daniel, Thesis advisor: Zeitler, Peter K. ; Meltzer, Anne S. ; Idleman, Bruce D. ; Carlson, Richard W.;""",2017-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/toward-0,,,,,,,,,,,,,,,,,,,
394367,delete,Toward Cultural Bridges and Toppled Hierarchy: Geography and Racial Economy in Gloria Naylor's Sapphira Wade,"""Creator: Brooks, Olivia - Lehigh University, Creator: Edwards, Suzanne - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/toward-2,,,,,,,,,,,,,,,,,,,
7177,keep,Toward Cultural Bridges and Toppled Hierarchy: Geography and Racial Economy in Gloria Naylor's Sapphira Wade,"""Creator: Brooks, Olivia, Thesis advisor: Edwards, Suzanne""",5/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/toward-cultural,,,,,,,,,,,,,,,,,,,
394457,delete,Toward Robot Learning for Fine Manipulation,"""Creator: Cui, Jinda - Lehigh University, Creator: Trinkle, Jeff - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/toward-robot-0,,,,,,,,,,,,,,,,,,,
4461,keep,Toward Robot Learning for Fine Manipulation,"""Creator: Cui, Jinda, Thesis advisor: Trinkle, Jeff""",8/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/toward-robot,,,,,,,,,,,,,,,,,,,
3143,keep,Towards a Secure Zero-rating Framework with Three Parties,"""Creator: Liu, Zhiheng, Thesis advisor: Chuah, Mooi Choo""",2018-11,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/towards-secure,,,,,,,,,,,,,,,,,,,
394830,delete,Towards a Secure Zero-rating Framework with Three Parties,"""Creator: Liu, Zhiheng - Lehigh University, Creator: Chuah, Mooi Choo - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/towards-secure-0,,,,,,,,,,,,,,,,,,,
394309,delete,Towards the Creation of Tunable Single-Pixel GaN:Eu LEDs,"""Creator: Austin, Hayley J. - Lehigh University, Creator: Dierolf, Volkmar - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/towards-4,,,,,,,,,,,,,,,,,,,
7176,keep,Towards the Creation of Tunable Single-Pixel GaN:Eu LEDs,"""Creator: Austin, Hayley J., Thesis advisor: Dierolf, Volkmar""",5/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/towards-creation,,,,,,,,,,,,,,,,,,,
395142,delete,Trainee Factors Predicting the Perceived Quality of the Supervisory Working Alliance,"""Creator: Spektor, Valeriya - Lehigh University, Creator: Inman, Arpana G. - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/trainee-0,,,,,,,,,,,,,,,,,,,
4426,keep,Trainee Factors Predicting the Perceived Quality of the Supervisory Working Alliance,"""Creator: Spektor, Valeriya, Thesis advisor: Inman, Arpana G. ; Mehr, Kristin ; Hojnoski, Robin L. ; Dever, Bridget V.""",2015-11,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/trainee-factors,,,,,,,,,,,,,,,,,,,
394240,delete,Trajectories of Self-Regulation in Toddlerhood: Links with Socio-Emotional Development in Pre-K and Grade 5,"""Creator: Agalar, Afra Elif - Lehigh University, Creator: Laible, Deborah - Lehigh University""",2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/trajectories-1,,,,,,,,,,,,,,,,,,,
7146,keep,Trajectories of Self-Regulation in Toddlerhood: Links with Socio-Emotional Development in Pre-K and Grade 5,"""Creator: Agalar, Afra Elif, Thesis advisor: Laible, Deborah""",8/1/2022,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/trajectories-0,,,,,,,,,,,,,,,,,,,
3278,keep,Treatment of singularities using the boundary element method,"""Creator: Geosits, John J., Thesis advisor: Walker, J. David A.""",1992-12,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/treatment,,,,,,,,,,,,,,,,,,,
4182,keep,Treatment of singularities using the boundary element method,"""Creator: He, Junhua Steven, Thesis advisor: Walker, J. David A.""",1990-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/treatment-0,,,,,,,,,,,,,,,,,,,
3340,keep,Trump's Presidency And Executive Encroachment Through Inaction,"""Creator: Botello, Cynthia, Thesis advisor: Beienburg, Sean""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/trumps,,,,,,,,,,,,,,,,,,,
394352,delete,Trump's Presidency And Executive Encroachment Through Inaction,"""Creator: Botello, Cynthia - Lehigh University, Creator: Beienburg, Sean - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/trumps-0,,,,,,,,,,,,,,,,,,,
3898,keep,Tunable Mechanics of Solvent-Cast 3D Printed Polymer Scaffolds,"""Creator: Bader, Colin, Thesis advisor: Dailey, Hannah L.""",2019-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/tunable,,,,,,,,,,,,,,,,,,,
394314,delete,Tunable Mechanics of Solvent-Cast 3D Printed Polymer Scaffolds,"""Creator: Bader, Colin - Lehigh University, Creator: Dailey, Hannah - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/tunable-0,,,,,,,,,,,,,,,,,,,
394630,delete,Tunnel Linings under Fire-induced Heat Exposure: Thermal Demand Evaluation and Structural Risk Assessment,"""Creator: Guo, Qi - Lehigh University, Creator: Quiel, Spencer E. - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/tunnel-linings-0,,,,,,,,,,,,,,,,,,,
6762,keep,Tunnel Linings under Fire-induced Heat Exposure: Thermal Demand Evaluation and Structural Risk Assessment,"""Creator: Guo, Qi, Thesis advisor: Quiel, Spencer E., Thesis advisor: Naito, Clay J.""",2021-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/tunnel-linings,,,,,,,,,,,,,,,,,,,
394950,delete,Two approaches to defend against adversarial examples: Attention-based and Certificate-based,"""Creator: Nguyen, Chanh - Lehigh University, Creator: Wang, Ting - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/two-approaches-0,,,,,,,,,,,,,,,,,,,
6310,keep,Two approaches to defend against adversarial examples: Attention-based and Certificate-based,"""Creator: Nguyen, Chanh, Thesis advisor: Wang, Ting""",2018-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/two-approaches,,,,,,,,,,,,,,,,,,,
395155,delete,Two-stage Mixed Integer Stochastic Bilevel Linear Optimization,"""Creator: Tahernejad, Sahar . - Lehigh University, Creator: Ralphs, Theodore K. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/two-stage-1,,,,,,,,,,,,,,,,,,,
4682,keep,Two-stage Mixed Integer Stochastic Bilevel Linear Optimization,"""Creator: Tahernejad, Sahar, Thesis advisor: Ralphs, Theodore K.""",2020-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/two-stage-mixed,,,,,,,,,,,,,,,,,,,
3555,keep,Ultra High Speed Space Division Multiplexing OCT,"""Creator: Syu, Guo-Jhe, Thesis advisor: Zhou, Chao""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ultra-high-speed,,,,,,,,,,,,,,,,,,,
395153,delete,Ultra High Speed Space Division Multiplexing OCT,"""Creator: Syu, Guo-Jhe - Lehigh University, Creator: Zhou, Chao - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ultra-high-0,,,,,,,,,,,,,,,,,,,
395115,delete,Ultralow Wear Fluoropolymer Metal-Oxide Composites: Nanomechanics & Tribochemistry,"""Creator: Sidebottom, Mark A. - Lehigh University, Creator: Krick, Brandon A. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ultralow-wear-0,,,,,,,,,,,,,,,,,,,
5813,keep,Ultralow Wear Fluoropolymer Metal-Oxide Composites: Nanomechanics & Tribochemistry,"""Creator: Sidebottom, Mark Alfred, Thesis advisor: Krick, Brandon A.""",2018-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ultralow-wear,,,,,,,,,,,,,,,,,,,
394509,delete,Ultra-wideband Electrical Sensing of a Single Live Cell,"""Creator: Du, Xiaotian - Lehigh University, Creator: Berdichevsky, Yevgeny - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ultra-wideband-1,,,,,,,,,,,,,,,,,,,
4814,keep,Ultra-wideband Electrical Sensing of a Single Live Cell,"""Creator: Du, Xiaotian, Thesis advisor: Berdichevsky, Yevgeny""",2021-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/ultra-wideband,,,,,,,,,,,,,,,,,,,
3459,keep,Uncertainty Analysis of a Multifunctional Tribometer,"""Creator: Goldstein, Michael Andrew, Thesis advisor: Krick, Brandon A.""",2017-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/uncertainty-0,,,,,,,,,,,,,,,,,,,
394596,delete,Uncertainty Analysis of a Multifunctional Tribometer,"""Creator: Goldstein, Michael A. - Lehigh University, Creator: Krick, Brandon - Lehigh University""",2017,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/uncertainty-1,,,,,,,,,,,,,,,,,,,
1575,keep,Uncertainty Quantification for Naval Ships and the Optimal Adaptation of Bridges to Climate Change,"""Creator: Mondoro, Alysson, Thesis advisor: Frangopol, Dan M.""",2018-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/uncertainty,,,,,,,,,,,,,,,,,,,
394926,delete,Uncertainty Quantification for Naval Ships and the Optimal Adaptation of Bridges to Climate Change,"""Creator: Mondoro, Alysson - Lehigh University, Creator: Frangopol, Dan M. - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/uncertainty-2,,,,,,,,,,,,,,,,,,,
394476,delete,Uncovering the Selective Vulnerability of Dopaminergic Neurons,"""Creator: Davis, Jacinta - Lehigh University, Creator: Babcock, Daniel - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/uncovering-0,,,,,,,,,,,,,,,,,,,
7134,keep,Uncovering the Selective Vulnerability of Dopaminergic Neurons,"""Creator: Davis, Jacinta, Thesis advisor: Babcock, Daniel""",1/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/uncovering,,,,,,,,,,,,,,,,,,,
394341,delete,Understanding Connexin43 dependent Skeletal Morphogenesis - Progress made and Promises ahead,"""Creator: Bhadra, Joyita - Lehigh University, Creator: Iovine, Mary K. - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/understanding-17,,,,,,,,,,,,,,,,,,,
7358,keep,Understanding Connexin43 dependent Skeletal Morphogenesis - Progress made and Promises ahead,"""Creator: Bhadra, Joyita, Thesis advisor: Iovine, M. Kathryn ; Kuchka, Michael R. ; Lowe-Krentz, Linda J. ; Berger, Bryan W.;""",2016-01,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/understanding-10,,,,,,,,,,,,,,,,,,,
395561,delete,Understanding ion channel behavior from a solid-state device perspective,"""Creator: Opare, Lisa - Lehigh University""",2004,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/understanding-22,,,,,,,,,,,,,,,,,,,
6800,keep,Understanding ion channel behavior from a solid-state device perspective,"""Creator: Opare, Lisa, Thesis advisor: White, Marvin H.""",2004-05,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/understanding-6,,,,,,,,,,,,,,,,,,,
1716,keep,Understanding Orphanhood in Russia: Education as a Bridge to (No) Where?,"""Creator: Kudasova, Marina, Thesis advisor: Silova, Iveta""",2018-04,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/understanding,,,,,,,,,,,,,,,,,,,
394789,delete,Understanding Orphanhood in Russia: Education as a Bridge to (No) Where?,"""Creator: Kudasova, Marina - Lehigh University, Creator: Silova, Iveta - Lehigh University""",2018,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/understanding-19,,,,,,,,,,,,,,,,,,,
2543,keep,Understanding the Role of Morphology and Kinematics in Bio-Inspired Locomotion,"""Creator: Ayancik Cinoglu, Fatma, Thesis advisor: Moored, Keith W.""",2019-08,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/understanding-1,,,,,,,,,,,,,,,,,,,
428117,delete,Understanding the Role of Morphology and Kinematics in Bio-Inspired Locomotion,"""Creator: Ayancik Cinoglu, Fatma - Lehigh University, Creator: Moored, Keith W. - Lehigh University""",2019,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/understanding-24,,,,,,,,,,,,,,,,,,,
394865,delete,Understanding Within-School Professional Learning: Teacher Perceptions Of An Action Research Program,"""Creator: Mannell, David D. - Lehigh University, Creator: Beachum, Floyd D. - Lehigh University""",2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/understanding-20,,,,,,,,,,,,,,,,,,,
7163,keep,Understanding Within-School Professional Learning: Teacher Perceptions Of An Action Research Program,"""Creator: Mannell, David D., Thesis advisor: Beachum, Floyd D.""",5/1/2023,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/understanding-7,,,,,,,,,,,,,,,,,,,
2131,keep,Under the Earthlodge: Extraction of the MHA Nation,"""Creator: Wolf Tice, Jacqline, Thesis advisor: Casagrande, David G.""",2016-12,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/under-earthlodge,,,,,,,,,,,,,,,,,,,
395262,delete,Under the Earthlodge: Extraction of the MHA Nation,"""Creator: Wolf Tice, Jacqline - Lehigh University, Creator: Casagrande, David - Lehigh University""",2016,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/under-0,,,,,,,,,,,,,,,,,,,
394793,delete,Unsteady Flow Interactions and Propulsive Performance of Swimmers in a Simple School,"""Creator: Kurt, Melike - Lehigh University, Creator: Moored, Keith W. - Lehigh University""",2021,https://preserve.lehigh.edu/lehigh-scholarship/graduate-publications-theses-dissertations/theses-dissertations/unsteady-flow-2,,,,,,,,,,,,,,,,,,,
